outcome,estimator,group,point_estimate,se,ci_lower,ci_upper
employ,Manual-Lasso,manual,0.0593233512726555,0.006261181794677,0.0470514349550885,0.0715952675902225
employ,Manual-RF,manual,0.0613302618012192,0.0064517983956079,0.0486847369458275,0.0739757866566108
employ,Manual-NN,manual,-0.3151161177295364,0.7075277098916881,-1.7018704291172453,1.0716381936581725
