method_id,ATT,SE
static_ols,-0.0245420091847145,0.0190024687252816
dynamic_ols,-0.0245412308722734,0.0189621523022651
dynamic_auto_lasso,-0.031689740717411,0.0227932222187519
dynamic_auto_rf,-0.0243293400853872,0.0222511384636163
dynamic_auto_nn,-0.0353573374450206,0.0231480468064546
