method_id,ATT,SE
static_ols,-0.0763540656276056,0.0229605241781947
dynamic_ols,,
dynamic_auto_lasso,-0.0703004971146583,0.0239044930785894
dynamic_auto_rf,-0.0599471144378185,0.0230875201523304
dynamic_auto_nn,-0.0617354549467563,0.0246002990752458
