method_id,ATT,SE
static_ols,-0.0571076938371861,0.019556635855666
dynamic_ols,-0.0571081526577472,0.0195050742477178
dynamic_auto_lasso,-0.0551982000470161,0.0203122533857822
dynamic_auto_rf,-0.0488628596067428,0.0199504774063825
dynamic_auto_nn,-0.0563515834510326,0.0207842011004686
