method_id,ATT,SE
static_ols,-0.045458918461881,0.019760203584136
dynamic_ols,-0.0454591959714889,0.0197225026786327
dynamic_auto_lasso,-0.0462390109896659,0.0246644951403141
dynamic_auto_rf,-0.0447149537503719,0.0246508251875638
dynamic_auto_nn,-0.0506613217294216,0.0256320759654045
