e,xsexf,xhsdip,xchld05,single,grd1720,grade16,grd1315,grade12,grde911,white,hisp,black,age,paid1,paid2,paid3,paid4,tcpp1,tcpp2,tcpp3,tcpp4,tcpp5,tcpp6,tcpp7,tcpp8,tcpp9,tcpp10,tcprn1,tcprn2,tcprn3,tcprn4,tcprn5,tcprn6,tcprn7,tcprn8,tcprn9,tcprn10,employ1,employ2,employ3,employ4,employ5,employ6,employ7,employ8,employ9,employ10,employ11,employ12,employ13,employ14,employ15,employ16,employ17,employ18,employ19,employ20,employ21,employ22,employ23,employ24,employ25,employ26,employ27,employ28,employ29,employ30,employ31,employ32,employ33,employ34,employ35,employ36,earn1,earn2,earn3,earn4,earn5,earn6,earn7,earn8,earn9,earn10,earn11,earn12,earn13,earn14,earn15,earn16,earn17,earn18,earn19,earn20,earn21,earn22,earn23,earn24,earn25,earn26,earn27,earn28,earn29,earn30,earn31,earn32,earn33,earn34,earn35,earn36,Y_employ,Y_earn,aid1,aid2,aid3,aid4,aid5,aid6,aid7,aid8,aid9,aid10,aid11,aid12,aid13,aid14,aid15,aid16,aid17,aid18,aid19,aid20,aid21,aid22,aid23,aid24,aid25,aid26,aid27,aid28,aid29,aid30,aid31,aid32,aid33,aid34,aid35,aid36
1,1,0,0,1,0,0,0,0,1,1,0,0,26,1,0,0,0,1,1,1,1,0,1,0,1,1,1,891.1516723632812,2213.70751953125,891.4926147460938,1182.813720703125,0.0,800.7999877929688,0.0,1171.74169921875,572.2989501953125,639.9646606445312,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,337.353515625,3159.342041015625,3962.96240234375,4011.070556640625,540.116455078125,0.0,853.4370727539062,1572.705810546875,1017.6686401367188,758.1719360351562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.44009399414062,0.0,0.0,0.0,0.0,0.0,0.0,270.61962890625,0.3055555555555556,463.6357820298937,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,650.625,1826.6507568359375,400.8772277832031,994.10888671875,1321.2022705078125,2655.74365234375,2592.73828125,3214.638671875,3766.1044921875,3526.25439453125,2727.8720703125,2388.60400390625,3270.19873046875,1419.0662841796875,3137.509521484375,3268.497802734375,3637.083740234375,3581.429931640625,1553.0806884765625,1821.853759765625,414.74658203125,1514.7601318359375,2191.91748046875,1256.20849609375,1803.98876953125,111.8309555053711,0.0,2432.596435546875,0.0,478.98529052734375,2322.27490234375,0.8055555555555556,1674.4847003089058,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,1,0,0,0,1,26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,1408.5067138671875,2369.7509765625,8690.794921875,9638.7744140625,9202.23828125,10522.5810546875,13707.119140625,10653.43359375,10853.1796875,13632.1123046875,13062.265625,12871.6875,10731.818359375,13556.5810546875,11274.96875,13232.5810546875,12668.3955078125,14566.1103515625,11867.419921875,5664.28662109375,8397.6318359375,12712.4169921875,12855.11328125,13309.2978515625,13121.6484375,13214.873046875,12427.0400390625,13189.4912109375,14303.2431640625,12527.4267578125,12805.5078125,14005.4453125,13474.0166015625,0.9166666666666666,10458.826616075305,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,0,1,32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.7512817382812,960.7172241210938,0.0,3209.31787109375,2746.224609375,3605.389404296875,754.6874389648438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,333.4746619330512,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,0,1,25,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1151.78759765625,5916.76416015625,4952.6884765625,646.6757202148438,6221.60888671875,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,391.6614990234375,1863.766357421875,0.0,0.0,0.0,0.0,0.0,1512.9942626953125,2511.907470703125,2704.30224609375,5201.017578125,4166.3740234375,5235.81201171875,4218.27685546875,5905.923828125,5801.26611328125,5790.4111328125,5220.67333984375,6473.39306640625,6793.759765625,6600.31884765625,6431.7490234375,9113.22265625,7614.0537109375,7552.67578125,9085.587890625,7419.3056640625,8933.25,8588.5888671875,9704.75390625,6419.68310546875,6553.2919921875,6451.904296875,9223.25,6734.392578125,6345.03466796875,0.8611111111111112,5182.294514973958,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,59,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,1,0,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,44.999996185302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.4035034179688,494.73681640625,821.9862060546875,196.41790771484375,391.13311767578125,0.16666666666666666,73.04659854041205,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,1,0,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.0,186.52352905273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.404205322265625,420.41259765625,359.6980285644531,522.2320556640625,480.2357177734375,484.912841796875,58.076942443847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.411865234375,1389.4251708984375,1621.75341796875,1589.60986328125,1554.697509765625,2118.12939453125,1919.6612548828125,2084.505615234375,2315.818359375,0.4722222222222222,507.0974547068278,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,0,1,1,0,0,0,0,1,0,0,0,0,25,0,0,0,0,1,1,1,1,1,0,0,0,0,1,2658.2646484375,3788.39990234375,2901.439697265625,2983.5224609375,382.4912414550781,0.0,0.0,0.0,0.0,894.2515869140625,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,3491.47900390625,5148.87646484375,2221.207275390625,0.0,0.0,170.94998168945312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.67063903808594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,312.4495379130046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,1,0,29,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0.0,0.0,0.0,2341.288818359375,2649.9609375,0.0,0.0,0.0,557.2735595703125,3051.572509765625,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,2599.56494140625,3668.745849609375,0.0,2983.181884765625,1351.0899658203125,145.0,3992.997802734375,3543.864501953125,799.9964599609375,2371.8828125,4287.02734375,3674.55712890625,4973.7763671875,3376.978515625,385.75250244140625,1632.4239501953125,6173.70068359375,7045.689453125,7145.16650390625,6472.81201171875,6623.56201171875,7711.7265625,7171.3759765625,6682.8427734375,7672.99560546875,6701.79931640625,7667.73486328125,3338.118408203125,7620.1416015625,7112.30810546875,8224.6259765625,7126.1064453125,8377.888671875,7423.021484375,5774.40869140625,0.9444444444444444,4773.69069925944,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,0,0,0,1,0,41,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1472.447509765625,5772.77197265625,6190.8603515625,3851.74365234375,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6205.63671875,71.21212005615234,5873.486328125,0.0,0.0,4228.89111328125,3569.376220703125,2029.268798828125,5584.87646484375,4760.07177734375,5451.73095703125,152.79730224609375,462.35821533203125,122.7808837890625,0.0,0.0,0.0,0.0,0.0,0.0,9069.8193359375,10729.9033203125,9467.1240234375,12017.5634765625,10828.8466796875,0.4722222222222222,2517.3817704518638,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,0,1,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734.12841796875,2930.760009765625,1804.906494140625,3141.2939453125,3109.86376953125,3371.4111328125,2722.348876953125,684.144287109375,3544.891845703125,2428.99267578125,3418.425048828125,2167.338623046875,3931.0205078125,1618.58251953125,4518.76806640625,0.4166666666666667,1170.1910061306423,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,1,0,28,1,1,1,1,1,1,0,0,0,0,0,0,0,0,15.399999618530273,134.71983337402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1484.574951171875,225.14584350585938,2153.461669921875,121.79073333740234,13.497100830078125,0.0,205.56134033203125,376.8249816894531,1586.0111083984375,0.0,195.85931396484375,78.22781372070312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,178.91541269090442,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,1,0,0,42,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2305.01318359375,6838.89501953125,6957.34765625,3549.266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4072.244140625,4815.4443359375,7270.81201171875,5022.77734375,4963.99755859375,4580.060546875,5789.72265625,4663.72509765625,5610.62939453125,4394.22998046875,5299.828125,4744.37255859375,6684.89404296875,5537.279296875,5835.44287109375,6271.97216796875,3997.634521484375,0.4722222222222222,2487.6407402886284,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,1,0,0,31,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.2114868164062,1645.0,954.1902465820312,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1788.771240234375,1996.1004638671875,0.0,0.0,0.0,194.9875030517578,1635.9019775390625,1416.0789794921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,195.3288934495714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,0,0,1,1,0,0,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,30,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1615.5999755859375,0.0,349.24176025390625,1643.56201171875,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879.2317504882812,0.0,0.0,0.0,0.0,0.0,0.0,553.5323486328125,693.2999877929688,323.7994384765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,68.05176459418402,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0,53,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,0,1,29,1,1,1,0,1,0,1,0,0,0,0,1,1,1,622.058837890625,0.0,163.08189392089844,0.0,0.0,0.0,0.0,10017.513671875,8114.0341796875,10956.0927734375,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,832.9527587890625,0.0,0.0,131.25,1202.3990478515625,0.0,0.0,0.0,1320.5362548828125,2905.15771484375,4546.111328125,5216.28515625,4400.9658203125,2640.62158203125,3812.73828125,3008.929931640625,4518.51513671875,4516.60693359375,3763.670654296875,3918.489501953125,4020.547119140625,4681.98193359375,4641.9912109375,3304.513671875,3362.279296875,4013.94873046875,3262.677734375,3900.741455078125,3182.981689453125,4067.4375,4857.05517578125,11287.3193359375,0.75,2814.408471001519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279.912109375,0.0,0.0,0.0,0.0,0.027777777777777776,63.330891927083336,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,0,0,1,48,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,42,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.0,119.12068939208984,0.0,92.02796936035156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,39,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,666.4797973632812,697.7369995117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,37.89491102430556,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,0,1,0,0,28,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,1795.160400390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1317.4000244140625,1291.8922119140625,2272.209716796875,0.0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0.0,871.9009399414062,275.7875061035156,0.0,49.4232177734375,2516.631591796875,3681.3798828125,1818.3934326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.354248046875,359.1527404785156,1930.070068359375,1040.423828125,0.0,0.0,727.2802734375,0.0,195.34373474121094,0.0,954.0264282226562,4148.23388671875,1514.85205078125,680.7373046875,2344.201904296875,0.0,0.0,0.0,1176.599365234375,412.2567443847656,128.0792999267578,0.5555555555555556,702.0035680135092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,1,0,0,40,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.44660186767578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,1.9012944963243272,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,35,1,0,0,1,1,1,1,1,1,1,1,1,1,1,569.5294189453125,6069.0,4086.97412109375,4604.28955078125,2421.486083984375,2926.3837890625,5325.61376953125,5891.60302734375,5309.88623046875,3418.3974609375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3647.182373046875,5655.2421875,5302.48095703125,413.7716369628906,4085.0615234375,3931.588623046875,1569.9183349609375,251.01248168945312,5718.08349609375,2494.639892578125,3116.304443359375,28.901901245117188,4608.63818359375,3733.6396484375,3170.893798828125,0.0,3519.732421875,5164.05810546875,188.1825408935547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.6591796875,0.0,0.5277777777777778,1586.4719924926758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,1,0,0,0,0,0,1,0,0,35,0,0,1,0,1,1,1,1,1,1,1,1,1,1,151.1999969482422,4085.55615234375,1914.4150390625,1100.0218505859375,1258.1123046875,353.7634582519531,5967.59521484375,6065.65673828125,5132.88330078125,2295.173828125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,102.55610656738281,840.8303833007812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,26.20518027411567,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,1,0,0,37,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0.0,726.0972290039062,235.0,1610.0,1561.3319091796875,2404.779052734375,0.0,1112.665771484375,1902.9525146484375,1925.1268310546875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813.34033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2422.754150390625,2477.66064453125,0.08333333333333333,214.2709757486979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
