e,xsexf,xhsdip,xchld05,single,grd1720,grade16,grd1315,grade12,grde911,white,hisp,black,age,paid1,paid2,paid3,paid4,tcpp1,tcpp2,tcpp3,tcpp4,tcpp5,tcpp6,tcpp7,tcpp8,tcpp9,tcpp10,tcprn1,tcprn2,tcprn3,tcprn4,tcprn5,tcprn6,tcprn7,tcprn8,tcprn9,tcprn10,employ1,employ2,employ3,employ4,employ5,employ6,employ7,employ8,employ9,employ10,employ11,employ12,employ13,employ14,employ15,employ16,employ17,employ18,employ19,employ20,employ21,employ22,employ23,employ24,employ25,employ26,employ27,employ28,employ29,employ30,employ31,employ32,employ33,employ34,employ35,employ36,earn1,earn2,earn3,earn4,earn5,earn6,earn7,earn8,earn9,earn10,earn11,earn12,earn13,earn14,earn15,earn16,earn17,earn18,earn19,earn20,earn21,earn22,earn23,earn24,earn25,earn26,earn27,earn28,earn29,earn30,earn31,earn32,earn33,earn34,earn35,earn36,Y_employ,Y_earn,aid1,aid2,aid3,aid4,aid5,aid6,aid7,aid8,aid9,aid10,aid11,aid12,aid13,aid14,aid15,aid16,aid17,aid18,aid19,aid20,aid21,aid22,aid23,aid24,aid25,aid26,aid27,aid28,aid29,aid30,aid31,aid32,aid33,aid34,aid35,aid36
1,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.3627014160156,266.51568603515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,17.941066318088108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,23,0,0,0,1,1,1,1,1,1,0,1,1,0,1,2368.483154296875,3044.18017578125,3037.027099609375,2997.373046875,3092.323486328125,0.0,587.0948486328125,461.8544006347656,0.0,625.4199829101562,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1420.52734375,2183.017822265625,3187.594970703125,1836.699951171875,3805.2734375,4489.16552734375,2768.34326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663.6240234375,670.24462890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919.420166015625,3548.5693359375,0.3055555555555556,791.4577907986111,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,29,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,459.8924865722656,537.903076171875,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,321.6596984863281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15436553955078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.10635375976562,140.18911743164062,0.0,178.91213989257812,0.0,0.0,0.0,0.0,0.1388888888888889,26.27837986416287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.0,0.0,0.0,104.16529846191406,1541.076416015625,0.0,3151.39990234375,2807.8447265625,3061.923583984375,1676.6346435546875,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,817.5261840820312,246.24420166015625,0.0,0.0,1968.7718505859375,0.0,0.0,0.0,2906.060302734375,0.0,0.0,0.0,1093.462158203125,0.0,0.0,0.0,0.0,0.0,155.90016174316406,86.23240661621094,0.0,0.0,88.6806411743164,0.0,0.0,0.0,112.78691101074219,41.86164474487305,0.0,95.13616943359375,0.0,0.3055555555555556,211.46285088857016,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
1,0,0,1,0,0,0,0,0,1,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.82937622070312,103.50397491455078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,5.925926420423719,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,1,0,0,0,1,49,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0.0,0.0,531.475830078125,1448.7882080078125,0.0,0.0,2520.020263671875,2819.999755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.12625122070312,0.0,0.0,54.869197845458984,118.87694549560547,2801.034912109375,9677.431640625,4618.9990234375,0.0,0.0,1255.4915771484375,3952.869384765625,0.3333333333333333,832.4439719518026,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,0,0,1,0,24,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.0,4365.470703125,6417.60009765625,6934.52587890625,7687.59521484375,8003.5576171875,7244.6904296875,7417.240234375,8578.138671875,3613.901611328125,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,793.9317016601562,1750.8160400390625,2089.894775390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.50279235839844,1018.9323120117188,0.1388888888888889,160.7521561516656,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,1,0,1,0,30,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,346.8053283691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,0,1,34,1,1,1,1,1,0,1,1,0,1,0,0,0,0,2100.0,0.0,1558.0458984375,995.0524291992188,0.0,215.2061004638672,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,1,0,1,0,0,32,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3783.063720703125,3718.938232421875,3918.795166015625,3325.9892578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,1,0,0,41,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,296.79998779296875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2368.125,1958.5089111328125,0.0,0.0,0.0,0.0,0.0,1453.475830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,160.55860392252603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5374.25634765625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.505615234375,256.4318542480469,1116.942138671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,42.32998911539713,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,1,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,174.1764678955078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,359.84375,316.3951416015625,1118.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.25538635253906,0.1111111111111111,52.0623410542806,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,0,0,34,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,796.2352905273438,77.0,4779.0087890625,5228.64794921875,4385.7080078125,4228.1298828125,3752.840576171875,4124.42041015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,35,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3945.9638671875,7082.63916015625,7439.7509765625,5371.36767578125,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5259.63525390625,8548.4716796875,11237.9208984375,9335.314453125,9956.8818359375,10104.3466796875,11677.357421875,12127.8994140625,15000.0,13419.509765625,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,710.14111328125,101.92677307128906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5485.539035797119,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,36,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,90.75862121582031,2776.828369140625,2165.533203125,2268.965576171875,2202.177490234375,2324.45654296875,2613.70556640625,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,1248.527587890625,4157.67333984375,3830.341796875,244.75,2164.74853515625,4099.38134765625,898.842041015625,0.0,1014.2534790039062,3304.052490234375,4866.4091796875,5663.51708984375,4634.3818359375,5210.31591796875,4701.42626953125,5341.98974609375,4572.8291015625,3971.7724609375,4309.34228515625,4764.427734375,3794.10400390625,4549.9130859375,4441.14306640625,4696.74951171875,4622.0751953125,4652.23876953125,4722.2529296875,3695.602783203125,2822.01513671875,5565.046875,4591.0400390625,5467.89599609375,6082.91455078125,0.8888888888888888,3575.0548383924697,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,1,0,27,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0,163.08189392089844,0.0,0.0,63.996463775634766,61.90860366821289,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,0,0,1,1,0,0,35,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0.0,0.0,924.814208984375,0.0,0.0,1129.38232421875,959.0,2843.29736328125,2641.408203125,86.2762222290039,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0.0,2548.082275390625,2322.974853515625,2284.95166015625,2200.858642578125,3035.9833984375,3320.383056640625,2581.31298828125,2633.66162109375,2752.448974609375,2621.48095703125,2626.636474609375,2385.4912109375,2940.63720703125,1971.557373046875,0.0,0.0,0.0,0.0,0.0,0.0,1241.7264404296875,1703.90380859375,0.0,0.0,0.0,601.1831665039062,1658.08935546875,784.6217041015625,668.8912963867188,332.98974609375,1486.6114501953125,42.67449188232422,0.0,207.6384735107422,88.26829528808594,0.6944444444444444,1251.196081161499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.265869140625,905.6922607421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,47.08217027452257,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,1,0,0,1,0,56,0,0,0,0,1,0,0,0,0,1,1,1,1,1,259.107421875,0.0,0.0,0.0,0.0,704.7974243164062,1434.0294189453125,1670.8828125,1274.1114501953125,563.073486328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,1,0,0,35,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,902.3150024414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,274.8940124511719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,7.6359447903103295,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,1,0,0,28,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0.0,0.0,720.2058715820312,308.0,0.0,4638.5009765625,2139.650390625,660.3271484375,32.428314208984375,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2556.766357421875,1943.8245849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1879.08740234375,387.16571044921875,0.0,0.0,0.0,3615.610595703125,3705.6455078125,3838.486083984375,2027.003173828125,205.4905242919922,5.3548173904418945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,560.1231877273983,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1,1,1,1,1,0,0,1,0,0,1,0,0,37,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583.802001953125,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.0,0.0,0.0,157.75193786621094,945.0624389648438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.1943359375,0.0,0.0,0.0,1630.9014892578125,0.0,0.0,0.0,0.0,316.47296142578125,7967.81787109375,8945.287109375,0.0,1988.511474609375,969.0632934570312,773.9168090820312,0.0,485.30609130859375,0.0,0.0,890.1209106445312,7599.92041015625,6705.49365234375,8129.60400390625,0.4166666666666667,1327.9840219285752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.1988525390625,489.38470458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0535888671875,2866.38134765625,973.0261840820312,0.1388888888888889,168.19568549262152,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,0,1,0,0,0,0,1,1,0,0,29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1308.725341796875,323.6970520019531,0.0,0.0,0.0,587.1621704101562,1677.4798583984375,2390.21240234375,5008.52099609375,4419.60693359375,5107.5068359375,3951.04638671875,4214.10107421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092.33837890625,2615.474853515625,511.2565612792969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,950.1980234781901,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,1,0,0,39,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1377.50927734375,1095.1859130859375,1539.4886474609375,1121.833984375,3180.599853515625,620.37890625,3667.2880859375,9201.6640625,10688.2724609375,9455.478515625,10947.99609375,9415.4287109375,11310.9453125,11635.29296875,10441.7607421875,10640.0703125,12504.6240234375,12667.4482421875,11267.791015625,12006.1689453125,13491.73828125,13637.796875,11793.84375,13386.291015625,11623.5439453125,13114.4833984375,11403.1953125,12975.4150390625,11449.53515625,13084.38671875,11369.650390625,13073.1572265625,0.8888888888888888,8477.451755099826,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,30,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0.0,158.9705810546875,0.0,0.0,373.474853515625,892.9589233398438,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1057.464599609375,1018.5505981445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,57.6670888264974,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.406982421875,15.220427513122559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,11.822983609305489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0
