ATT_LASSO,Std_LASSO,ATT_RF,Std_RF,ATT_Net,Std_Net
"tensor(0.0302, dtype=torch.float64)","tensor(0.8095, dtype=torch.float64)","tensor(0.0552, dtype=torch.float64)","tensor(1.2737, dtype=torch.float64)","tensor(0.0560, dtype=torch.float64)","tensor(2.1588, dtype=torch.float64)"
