outcome,quarter,estimator,group,point_estimate,se,ci_lower,ci_upper
earn,6,Auto-NN,auto,212.26255377704044,68.99483352125776,77.03268007537523,347.4924274787056
earn,6,Auto-Lasso,auto,203.82618719328255,32.10151211135083,140.9072234550349,266.7451509315302
earn,6,Auto-RF,auto,244.81949973465217,40.170090129374145,166.08612308107882,323.55287638822546
