outcome,quarter,estimator,group,point_estimate,se,ci_lower,ci_upper
earn,6,Manual-Lasso,manual,207.24044655254323,44.057683375966704,120.88738713564848,293.59350596943796
earn,6,Manual-RF,manual,260.5783274211539,14.562437806238547,232.03594932092636,289.12070552138147
earn,6,Manual-NN,manual,186.71513646036024,47.64301261682001,93.33483173139304,280.09544118932746
