outcome,quarter,estimator,group,point_estimate,se,ci_lower,ci_upper
employ,6,Manual-Lasso,manual,0.05932335127265552,0.006261181794677029,0.047051434955088546,0.0715952675902225
employ,6,Manual-RF,manual,0.060505106270858575,0.006396242544658665,0.04796847088332759,0.07304174165838956
employ,6,Manual-NN,manual,-0.1310330552957787,0.7042332857746118,-1.5113302954140178,1.2492641848224602
